Unnamed: 0,Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
791,"Samsung Galaxy M17 5G (Sapphire Black, 128 GB)",4,3 Ratings & 1 Reviews,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,,"₹16,950","₹19,499",13% off,Bank Offer,
792,"vivo T3 Pro 5G (Emerald Green, 256 GB)",4.5,"90,929 Ratings & 5,580 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ AMOLED Display,50MP + 8MP | 16MP Front Camera,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹24,999","₹31,999",21% off,Bank Offer,
793,"Samsung Glaxy S25 Plus 5G (Navy, 512 GB)",4.8,42 Ratings & 4 Reviews,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4900 mAh Battery,8 Elite for Glaxy Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹86,999","₹1,11,999",22% off,Super Deals,"₹55,250"
794,Kechaoda K9,4.1,"3,673 Ratings & 300 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,1 Year Manufacturer Warranty,"₹1,219","₹1,499",18% off,Super Deals,
795,"realme 15 Pro 5G (Velvet Green, 128 GB)",4.3,"6,723 Ratings & 605 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹31,999","₹35,999",11% off,,"₹25,450"
796,"realme 15 Pro 5G (Silk Purple, 256 GB)",4.3,"3,715 Ratings & 290 Reviews",12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹35,999","₹39,999",10% off,,"₹28,450"
797,"OPPO K13 Turbo 5G (White Knight, 128 GB)",4.5,"6,837 Ratings & 413 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,7000 mAh Battery,Dimensity 8450 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹27,999","₹33,999",17% off,Bank Offer,"₹22,250"
798,"vivo T4 Ultra 5G (Meteor Grey, 512 GB)",4.5,"2,788 Ratings & 267 Reviews",12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP + 8MP + 50MP Periscope | 32MP Front Camera,5500 mAh Battery,Dimensity 9300+ Processor,1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹39,999","₹44,999",11% off,,"₹31,500"
799,"realme 15 Pro 5G (Flowing Silver, 256 GB)",4.3,"6,723 Ratings & 605 Reviews",8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹33,999","₹37,999",10% off,,"₹26,900"
800,"realme 15 Pro 5G (Flowing Silver, 256 GB)",4.3,"3,715 Ratings & 290 Reviews",12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹35,999","₹39,999",10% off,,"₹28,450"
801,"OPPO K13 Turbo 5G (Purple Phantom, 128 GB)",4.5,"6,837 Ratings & 413 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,7000 mAh Battery,Dimensity 8450 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹27,999","₹33,999",17% off,Bank Offer,"₹22,250"
802,"Ai+ Nova 5G (Pink, 128 GB)",4.2,"16,583 Ratings & 1,108 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T8200 Processor,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹8,499","₹10,999",22% off,Bank Offer,"₹6,500"
803,"realme 14 Pro Lite 5G (Glass Gold, 128 GB)",4.3,679 Ratings & 39 Reviews,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹21,999","₹25,999",15% off,Bank Offer,"₹17,400"
804,"realme 14 Pro Lite 5G (Glass Gold, 256 GB)",4.3,679 Ratings & 39 Reviews,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,999","₹27,999",14% off,Bank Offer,"₹18,800"
805,"Apple iPhone 16 Plus (Black, 128 GB)",4.6,"3,922 Ratings & 208 Reviews",,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,,"A18 Chip, 6 Core Processor Processor",,"₹76,999","₹79,900",3% off,,"₹55,250"
806,"Samsung Galaxy M35 5G (DayBreak Blue, 128 GB)",4.4,"28,398 Ratings & 2,160 Reviews",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,,"₹21,000","₹24,724",15% off,Bank Offer,
807,Kechaoda K9,4.1,"3,673 Ratings & 300 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,1 Year Company Domestic Warranty by Company Authorized Service Center.,"₹1,198","₹1,499",20% off,Bank Offer,
808,"Tecno Spark Go 2 (Turquoise Green, 64 GB)",4.2,"1,841 Ratings & 112 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,T7250 Processor,1 Year Manufacturer Warranty for Phone,"₹7,499","₹8,999",16% off,Bank Offer,"₹5,650"
809,"Tecno Spark Go 2 (Ink Black, 64 GB)",4.4,72 Ratings & 2 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,T7250 Processor,1 Year Manufacturer Warranty for Phone,"₹6,699","₹8,499",21% off,,"₹5,000"
810,"Tecno Spark Go 2 (Titanium Grey, 64 GB)",4.2,"1,841 Ratings & 112 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,T7250 Processor,1 Year Manufacturer Warranty for Phone,"₹7,499","₹8,999",16% off,Bank Offer,"₹5,650"
811,"realme 15 5G (Silk Pink, 128 GB)",4.4,"8,197 Ratings & 676 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7300+ 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹25,999","₹29,999",13% off,,"₹20,550"
812,Jmax NANO,3.5,168 Ratings & 7 Reviews,32 MB RAM | 32 MB ROM,1.68 cm (0.66 inch) Display,0.3MP Rear Camera,800 mAh Battery,,1 Year Service Center Warranty,₹777,"₹1,299",40% off,Bank Offer,
813,Jio Bharat V3 JBV191M1 4G Sim Working,3.9,59 Ratings & 4 Reviews,36 MB RAM | 36 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1 Year Manufacturer Warranty,₹829,"₹1,899",56% off,Bank Offer,
814,"realme 15 Pro 5G (Flowing Silver, 128 GB)",4.3,"6,723 Ratings & 605 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹31,999","₹35,999",11% off,,"₹25,450"
815,"realme 15 5G (Flowing Silver, 256 GB)",4.4,419 Ratings & 44 Reviews,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7300+ 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹34,999",14% off,,"₹23,700"
816,"OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)",4.3,"3,859 Ratings & 316 Reviews",8 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,4500 mAh Battery,,,"₹18,990","₹24,999",24% off,Super Deals,
817,"POCO F7 5G (Phantom Black, 256 GB)",4.4,"15,611 Ratings & 1,575 Reviews",12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera | 20MP Front Camera,7550 mAh Li-Polymer + Silicon Carbon Battery,8s Gen 4 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹30,999","₹35,999",13% off,Bank Offer,"₹24,600"
818,"Samsung Galaxy M16 5G (Blush Pink, 128 GB)",4.2,"1,066 Ratings & 54 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,350","₹16,809",20% off,Bank Offer,"₹10,450"
819,"realme 15 5G (Velvet Green, 128 GB)",4.4,"8,197 Ratings & 676 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7300+ 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹25,999","₹29,999",13% off,,"₹20,550"
820,"realme 15 5G (Flowing Silver, 128 GB)",4.4,"8,197 Ratings & 676 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7300+ 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹25,999","₹29,999",13% off,,"₹20,550"
821,"realme 15 5G (Silk Pink, 256 GB)",4.4,"8,197 Ratings & 676 Reviews",8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7300+ 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹27,999","₹31,999",12% off,,"₹22,250"
822,"realme 15 5G (Velvet Green, 256 GB)",4.4,"8,197 Ratings & 676 Reviews",8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7300+ 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹27,999","₹31,999",12% off,,"₹22,250"
823,"realme 15 5G (Flowing Silver, 256 GB)",4.4,"8,197 Ratings & 676 Reviews",8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7300+ 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹27,999","₹31,999",12% off,,"₹22,250"
824,"Nothing Phone (3) (Black, 256 GB)",4.4,"2,616 Ratings & 256 Reviews",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 50MP + 50MP | 50MP Front Camera,5500 mAh Battery,8s Gen 4 Mobile Platform Processor,1 Year Manufacturing Warranty,"₹79,999","₹84,999",5% off,,"₹55,250"
825,"TOUCH 18 ROCK Z Flip Dual Sim |Keypad Mobile| With 2.4"" Display |Flip|Fold| Call & SMS",4.3,21 Ratings & 1 Reviews,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,3 Months Company Warranty,"₹1,998","₹3,299",39% off,Bank Offer,
826,"vivo V60 5G (Moonlit Blue, 256 GB)",4.5,"2,103 Ratings & 163 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP + 50MP | 50MP Front Camera,6500 mAh Battery,7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹38,999","₹43,999",11% off,,"₹31,300"
827,"Xiaomi 14 CIVI (Panda White, 512 GB)",4.3,"1,039 Ratings & 100 Reviews",12 GB RAM | 512 GB ROM,16.64 cm (6.55 inch) Display,50MP Rear Camera | 32MP + 32MP Dual Front Camera,4700 mAh Battery,8s Gen 3 Mobile Platform Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹36,999","₹59,999",38% off,Super Deals,"₹29,500"
828,"Samsung Galaxy M17 5G (Moonlight Silver, 128 GB)",4.2,10 Ratings & 1 Reviews,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,,"₹14,980","₹17,999",16% off,Super Deals,
829,Kechaoda K9,4.1,"3,673 Ratings & 300 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,1 Year Company Domestic Warranty by Company Authorized Service Center.,"₹1,249","₹1,499",16% off,Bank Offer,
830,"Tecno Spark Go 2 (Turquoise Green, 64 GB)",4.4,72 Ratings & 2 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,T7250 Processor,1 Year Manufacturer Warranty for Phone,"₹6,699","₹8,499",21% off,,"₹5,000"
831,Jio B1 Keypad Phone (UPI) Locked,3.5,"3,392 Ratings & 124 Reviews",50 MB RAM | 50 MB ROM | Expandable Upto 128 GB,6.1 cm (2.4 inch) VGA Display,0.3MP + 0MP | 0MP Front Camera,2000 mAh Battery,,7 days Manufacturer Warranty,"₹1,790","₹2,599",31% off,Bank Offer,
832,"POCO X7 5G (Yellow, 128 GB)",4.3,"25,414 Ratings & 1,964 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultra Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹16,999","₹24,999",32% off,Bank Offer,"₹13,400"
833,MOTOROLA Moto A200,3.9,486 Ratings & 52 Reviews,56 MB RAM | 36 MB ROM | Expandable Upto 64 GB,4.5 cm (1.77 inch) HVGA Display,0MP | 0MP Front Camera,800 mAh Battery,NA Processor,2 Years Domestic Replacement Warranty,"₹1,299","₹1,549",16% off,Bank Offer,
834,"Tecno Spark Go 2 (Veil White, 64 GB)",4.4,72 Ratings & 2 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,T7250 Processor,1 Year Manufacturer Warranty for Phone,"₹6,699","₹8,499",21% off,,"₹5,000"
835,Kechaoda K28 PRO,3.8,248 Ratings & 15 Reviews,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3000 mAh Battery,,1 Year Manufacturer Warranty,"₹1,249","₹1,999",37% off,Bank Offer,
836,Lvix L1 310,3.4,"1,328 Ratings & 59 Reviews",16 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,,₹619,₹999,38% off,Bank Offer,
837,"Samsung Galaxy A17 5G (Gray, 256 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,225","₹26,499",19% off,Bank Offer,
838,"Samsung Galaxy A17 5G (Gray, 128 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹19,461","₹23,499",17% off,Bank Offer,
839,"Samsung Galaxy A17 5G (Black, 128 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹19,443","₹23,499",17% off,Bank Offer,
840,Lvix L1 310,3.4,"1,328 Ratings & 59 Reviews",16 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,,₹619,₹999,38% off,Bank Offer,
841,"Samsung Galaxy A17 5G (Gray, 256 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,225","₹26,499",19% off,Bank Offer,
842,"Samsung Galaxy A17 5G (Black, 256 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,229","₹26,499",19% off,Bank Offer,
843,"Samsung Galaxy A17 5G (Blue, 128 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹19,203","₹23,499",18% off,Bank Offer,
844,"Samsung Galaxy A17 5G (Black, 128 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹19,443","₹23,499",17% off,Bank Offer,
845,"Tecno Pova 6 Neo 5G (Aurora Cloud, 128 GB)",4.3,"5,583 Ratings & 336 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,108MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 5G Processor,1 Year Manufacturer Warranty for Phone,"₹11,999","₹15,999",25% off,Bank Offer,"₹9,300"
846,"Samsung Galaxy A17 5G (Blue, 256 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,319","₹26,499",19% off,Bank Offer,
847,"Samsung Galaxy A17 5G (Gray, 128 GB)",4.3,160 Ratings & 8 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1330 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹19,461","₹23,499",17% off,Bank Offer,
848,"vivo V60 5G (Auspicious Gold, 256 GB)",4.5,"2,103 Ratings & 163 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP + 50MP | 50MP Front Camera,6500 mAh Battery,7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹38,999","₹43,999",11% off,,"₹31,300"
849,"vivo V60 5G (Auspicious Gold, 256 GB)",4.5,994 Ratings & 81 Reviews,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP + 50MP | 50MP Front Camera,6500 mAh Battery,7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹40,999","₹45,999",10% off,,"₹31,500"
850,"vivo Y31 5G (Rose Red, 128 GB)",4.4,126 Ratings & 2 Reviews,4 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Full HD+ Display,50MP + 0.08MP | 8MP Front Camera,6500 mAh Battery,4 Gen 2 Processor,1 Year Warranty,"₹14,999","₹19,999",25% off,,"₹11,750"
851,"OPPO F29 5G (Solid Purple, 128 GB)",4.4,"2,431 Ratings & 134 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6500 mAh Battery,6 Gen 1 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹18,999","₹28,999",34% off,Bank Offer,"₹14,800"
852,Jio F220B,2.8,118 Ratings & 11 Reviews,512 MB RAM | 4.0 GB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1500 mAh Battery,,,"₹1,527","₹2,999",49% off,Bank Offer,
853,"Samsung Galaxy F36 5G (Red, 128 GB)",4.2,"3,615 Ratings & 257 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹17,499","₹24,499",28% off,Bank Offer,"₹13,800"
854,"vivo Y19 5G (Silver, 64 GB)",4.3,"1,536 Ratings & 60 Reviews",4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,13MP Rear Camera,5500 mAh Battery,,,"₹10,599","₹13,999",24% off,Bank Offer,
855,UiSmart Ui-06,4,"3,650 Ratings & 316 Reviews",512 MB RAM | 256 MB ROM | Expandable Upto 8 GB,4.5 cm (1.77 inch) QVGA Display,2MP + 0MP | 0MP Front Camera,1050 mAh Battery,Feature Phone Processor,,"₹1,650","₹2,199",24% off,Bank Offer,
856,"realme 15 Pro 5G (Silk Purple, 256 GB)",4.3,"6,723 Ratings & 605 Reviews",8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹33,999","₹37,999",10% off,,"₹26,900"
857,"OPPO K13 Turbo 5G (Midnight Maverick, 256 GB)",4.5,"6,837 Ratings & 413 Reviews",8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,7000 mAh Battery,Dimensity 8450 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹35,999",16% off,Bank Offer,"₹23,700"
858,HOTLINE AMAZE CLEAR 32,3.2,29 Ratings & 3 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) NA Display,,1000 mAh Battery,NA Processor,3 Months Domestic Warranty,₹470,₹999,52% off,Bank Offer,
859,"Motorola g45 5G (Brilliant Blue, 128 GB)",4.3,"52,203 Ratings & 3,061 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹9,999","₹12,999",23% off,Super Deals,"₹7,700"
860,"Tecno Pop 9 5G (Azure Sky, 64 GB)",4,139 Ratings & 8 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 5G Processor,1 Year Manufacturer Warranty for Phone,"₹11,489",,,Bank Offer,
861,"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 128 GB)",4.5,"1,91,698 Ratings & 6,667 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD Display,32MP + 2MP | 8MP Front Camera,5100 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,999","₹16,999",23% off,Bank Offer,"₹10,100"
862,"OPPO RENO 13 5G (Luminous Blue, 128 GB)",4.2,253 Ratings & 20 Reviews,8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,50MP Rear Camera,5600 mAh Battery,,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹24,978","₹41,999",40% off,Super Deals,"₹19,600"
