Unnamed: 0,Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
198,"realme 15x 5G (Aqua Blue, 128 GB)",4.4,"2,130 Ratings & 167 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.27 cm (6.8 inch) Display,50MP Rear Camera | 50MP Front Camera,7000 mAh Battery,Dimensity 6300 6nm Octa-core chipset Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,499","₹18,999",7% off,Bank Offer,"₹13,800"
199,"realme P4 5G (Engine Blue, 128 GB)",4.4,"14,450 Ratings & 924 Reviews",6 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7400 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹16,999","₹20,999",19% off,,"₹13,400"
200,"POCO M6 Plus 5G (Misty Lavender, 128 GB)",4.2,"15,318 Ratings & 914 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Battery,Snapdragon 4 Gen2 AE Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,899","₹17,999",39% off,Bank Offer,"₹8,450"
201,LAVA A1 Josh BOL,4,"22,410 Ratings & 985 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,,1000 mAh Battery,,,₹996,"₹1,399",28% off,Bank Offer,
202,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)",4.3,"11,819 Ratings & 999 Reviews",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,Dimensity 8350 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹31,999","₹40,999",21% off,Super Deals,"₹25,450"
203,"realme 15x 5G (Maroon Red, 128 GB)",4.4,"2,130 Ratings & 167 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.27 cm (6.8 inch) Display,50MP Rear Camera | 50MP Front Camera,7000 mAh Battery,Dimensity 6300 6nm Octa-core chipset Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,499","₹18,999",7% off,Bank Offer,"₹13,800"
204,"IQOO Z10X 5G (Ultramarine, 128 GB)",4.4,"3,856 Ratings & 189 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,,,"₹14,798","₹18,999",22% off,Super Deals,
205,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",4.6,"40,708 Ratings & 2,259 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹47,999","₹74,999",36% off,Super Deals,"₹38,000"
206,"MOTOROLA Edge 60 Stylus (PANTONE Gibraltar Sea, 256 GB)",4.3,"12,096 Ratings & 923 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Mobile Processor Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹28,999",27% off,Super Deals,"₹16,650"
207,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",4.4,"40,686 Ratings & 2,162 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹22,999","₹27,999",17% off,Super Deals,"₹17,850"
208,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 256 GB)",4.6,"40,708 Ratings & 2,259 Reviews",8 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹52,999","₹79,999",33% off,Super Deals,"₹42,600"
209,"Apple iPhone 16 Pro (Desert Titanium, 128 GB)",4.7,"26,630 Ratings & 1,151 Reviews",,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,,"A18 Pro Chip, 6 Core Processor Processor",,"₹1,09,900",,,,"₹55,250"
210,"POCO C71 (Desert Gold, 64 GB)",3.8,"46,431 Ratings & 2,129 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5200 mAh Battery,Unisoc T7250 Max clock speed: 2 x A75@1.8GHz 6 x A55@1.6GHz Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,199","₹8,999",31% off,Super Deals,"₹4,600"
211,LAVA A3 Torch,4.1,478 Ratings & 33 Reviews,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) HVGA Display,0.3MP + 0MP | 0MP Front Camera,1750 mAh Battery,Mtk Processor,,"₹1,339","₹1,649",18% off,Bank Offer,
212,"POCO M7 5G (Satin Black, 128 GB)",4.2,"12,130 Ratings & 599 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,999","₹13,999",28% off,Super Deals,"₹7,700"
213,Kechaoda K115,4.1,"42,460 Ratings & 2,682 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,NA Processor,1 Month Company Domestic Warranty by Company Authorized Service Center.,₹989,"₹1,499",34% off,Bank Offer,
214,"Google Pixel 8a (Bay, 128 GB)",4.3,"10,597 Ratings & 822 Reviews",8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP + 13MP | 13MP Front Camera,4404 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty,"₹34,999","₹52,999",33% off,Super Deals,"₹26,900"
215,"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹24,780","₹24,999",,,"₹19,600"
216,"Ai+ Pulse (Sparkle Red, 64 GB)",4.3,"34,161 Ratings & 2,128 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T615 Processor,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹5,999","₹7,999",25% off,Bank Offer,
217,Kechaoda K115,4.1,"42,460 Ratings & 2,682 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0.5MP | 0MP Front Camera,850 mAh Battery,NA Processor,1 Year Company Domestic Warranty by Company Authorized Service Center.,₹989,"₹1,499",34% off,Bank Offer,
218,"Google Pixel 10 (Lemongrass, 256 GB)",4.5,828 Ratings & 63 Reviews,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Quad HD+ Display,48MP + 13MP + 10.8MP | 10.5MP Front Camera,4970 mAh Battery,Tensor G5 Processor,1 Year Domestic Warranty,"₹79,999",,,Bank Offer,"₹55,250"
219,"IQOO Z10 Lite 5G (Cyber Green, 128 GB)",4.2,"1,536 Ratings & 63 Reviews",4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year Warranty,"₹10,474","₹13,999",25% off,,"₹8,000"
220,Kechaoda K115,4.1,"42,460 Ratings & 2,682 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,NA Processor,,₹998,"₹1,499",33% off,Bank Offer,
221,"POCO M7 Plus 5G (Carbon Black, 128 GB)",4.3,"2,254 Ratings & 130 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.53 cm (6.9 inch) Display,50MP AI Dual Camera,7000 mAh Battery,Snapdragon 6s Gen 3 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,999","₹17,999",22% off,,"₹11,000"
222,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)",4.4,"6,513 Ratings & 248 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,499","₹13,999",17% off,,"₹8,950"
223,"IQOO Z10X 5G (Ultramarine, 128 GB)",4.4,"6,981 Ratings & 370 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,,,"₹14,290","₹17,499",18% off,Bank Offer,"₹11,050"
224,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",4.3,"20,257 Ratings & 1,319 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Super HD Display,50MP + 8MP | 32MP Front Camera,6720 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,999","₹19,999",10% off,Bank Offer,"₹14,050"
225,"Nothing Phone (3a) (Blue, 256 GB)",4.5,"48,998 Ratings & 3,532 Reviews",8 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹26,999","₹29,999",10% off,Bank Offer,"₹21,200"
226,Kechaoda K115,4.1,"42,460 Ratings & 2,682 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,NA Processor,1 Year Company Domestic Warranty by Company Authorized Service Center.,₹988,"₹1,499",34% off,Bank Offer,
227,Kechaoda K115,4.1,"42,460 Ratings & 2,682 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,NA Processor,1 Year Company Domestic Warranty by Company Authorized Service Center.,₹978,"₹1,499",34% off,Bank Offer,
228,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 256 GB)",4.6,"40,708 Ratings & 2,259 Reviews",8 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹52,999","₹79,999",33% off,Bank Offer,"₹42,600"
229,"realme P3 Lite 5G Charger in the Box (Purple Blossom, 128 GB)",4.4,"4,548 Ratings & 182 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹12,999",19% off,,"₹8,000"
230,"MOTOROLA Edge 60 Stylus (PANTONE Surf the Web, 256 GB)",4.3,"12,096 Ratings & 923 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Mobile Processor Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹28,999",27% off,Super Deals,"₹16,650"
231,"OnePlus Nord CE5 5G (Black Infinity, 256 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹26,821","₹26,999",,,"₹21,200"
232,"OnePlus Nord CE5 5G (Marble Mist, 256 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹26,810","₹26,999",,,"₹21,200"
233,"Samsung Galaxy S24 5G Snapdragon (Amber Yellow, 128 GB)",4.6,"40,708 Ratings & 2,259 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹47,999","₹74,999",36% off,Super Deals,"₹38,000"
234,"Ai+ Pulse (Green, 64 GB)",4.3,"34,161 Ratings & 2,128 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T615 Processor,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹5,999","₹7,999",25% off,,"₹4,450"
235,Jio F320B,3.7,"5,312 Ratings & 302 Reviews",512 MB RAM | 4 GB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1500 mAh Battery,,,"₹1,728","₹2,499",30% off,Bank Offer,
236,"OnePlus Nord CE5 5G (Nexus Blue, 256 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹26,863","₹26,999",,,"₹21,200"
237,"OnePlus Nord CE5 5G (Black Infinity, 128 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹25,499","₹26,999",5% off,,"₹19,600"
238,"IQOO Z10X 5G (Titanium, 256 GB)",4.4,"3,856 Ratings & 189 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,289","₹20,499",15% off,,"₹13,650"
239,Kechaoda K33,4,"11,019 Ratings & 621 Reviews",32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,3.66 cm (1.44 inch) NA Display,0.3MP + 0MP | 0MP Front Camera,800 mAh Battery,NA Processor,1 Year Manufacturer Warranty,₹977,"₹2,200",55% off,,
240,Kechaoda K33,4,"11,019 Ratings & 621 Reviews",32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,3.66 cm (1.44 inch) NA Display,0.3MP + 0MP | 0MP Front Camera,800 mAh Battery,NA Processor,1 Year Manufacturer Warranty,₹977,"₹2,200",55% off,Bank Offer,
241,"OnePlus Nord CE5 5G (Nexus Blue, 256 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹26,864","₹26,999",,Bank Offer,"₹21,200"
242,"IQOO Z10X 5G (Titanium, 256 GB)",4.4,"3,856 Ratings & 189 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,289","₹20,499",15% off,Bank Offer,"₹13,650"
243,Jio F320B,3.7,"5,312 Ratings & 302 Reviews",512 MB RAM | 4 GB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1500 mAh Battery,,,"₹1,728","₹2,499",30% off,Bank Offer,
244,Jio JioBharat V4 Keypad Phone,3.7,702 Ratings & 42 Reviews,512 MB RAM | 4 GB ROM,4.32 cm (1.7 inch) HD Display,0.3MP Rear Camera,1000 mAh Battery,,,₹799,"₹1,899",57% off,Bank Offer,
245,"realme P4 5G (Engine Blue, 128 GB)",4.4,"9,710 Ratings & 687 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7400 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹21,999",18% off,,"₹14,050"
246,Kechaoda K33,4,"11,019 Ratings & 621 Reviews",32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,3.66 cm (1.44 inch) NA Display,0.3MP + 0MP | 0MP Front Camera,800 mAh Battery,NA Processor,1 Year Manufacturer Warranty,₹998,"₹2,200",54% off,Bank Offer,
247,"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)",4.3,"1,825 Ratings & 138 Reviews",16 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,Dimensity 8350 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹35,999","₹42,999",16% off,Super Deals,"₹28,450"
248,"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)",4.2,"1,536 Ratings & 63 Reviews",4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year Warranty,"₹10,429","₹13,999",25% off,Bank Offer,"₹8,000"
249,"Apple iPhone 14 (Blue, 128 GB)",4.6,"3,19,964 Ratings & 11,877 Reviews",,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",,"₹54,900",,,Bank Offer,"₹42,800"
250,"POCO X7 5G (Yellow, 256 GB)",4.3,"25,414 Ratings & 1,964 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultra Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹17,999","₹27,999",35% off,Super Deals,"₹14,050"
251,"Samsung M06 5G (Blazing Black, 128 GB)",3.9,477 Ratings & 30 Reviews,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,789","₹15,499",30% off,Bank Offer,"₹8,350"
252,"Motorola G85 5G (Viva Magenta, 128 GB)",4.4,"2,50,584 Ratings & 12,456 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor,,"₹15,999","₹20,999",23% off,Bank Offer,"₹12,550"
253,"MOTOROLA G86 Power 5G (Pantone Golden Cypress, 128 GB)",4.3,"20,257 Ratings & 1,319 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Super HD Display,50MP + 8MP | 32MP Front Camera,6720 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,999","₹19,999",10% off,Bank Offer,"₹14,050"
254,"realme P4 5G (Steel Grey, 256 GB)",4.4,"9,710 Ratings & 687 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7400 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹19,999","₹23,999",16% off,,"₹15,700"
255,"realme P4 5G (Steel Grey, 128 GB)",4.4,"9,710 Ratings & 687 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7400 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹21,999",18% off,,"₹14,050"
256,"realme P4 5G (Forge Red, 128 GB)",4.4,"9,710 Ratings & 687 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,Mediatek Dimensity 7400 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹21,999",18% off,,"₹14,050"
257,"Apple iPhone 17 Pro (Deep Blue, 256 GB)",4.7,445 Ratings & 34 Reviews,,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 48MP | 18MP Front Camera,,"A19 Chip, 6 Core Processor Processor",Apple One (1) Year Limited Warranty,"₹1,34,900",,,Bank Offer,"₹55,250"
258,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",4.4,"1,01,865 Ratings & 5,310 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹25,999",19% off,Super Deals,"₹16,650"
259,"REDMI A4 (Sparkle Purple, 128 GB)",4.2,856 Ratings & 32 Reviews,6 GB RAM | 128 GB ROM,17.48 cm (6.88 inch) Display,50MP + 50MP | 5MP Dual Front Camera,5160 mAh Battery,Snapdragon 4s Gen 2 5G Processor Processor,,"₹9,394","₹12,999",27% off,Super Deals,"₹7,150"
260,"OnePlus Nord CE5 5G (Marble Mist, 128 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹24,912","₹24,999",,Bank Offer,"₹19,600"
261,"OnePlus Nord CE5 5G (Black Infinity, 256 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹26,822","₹26,999",,Bank Offer,"₹21,200"
262,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)",4.4,"4,548 Ratings & 182 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹12,999",19% off,,"₹8,000"
263,"Nothing Phone (3a) Pro (Black, 256 GB)",4.5,"11,189 Ratings & 855 Reviews",8 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹30,999","₹34,999",11% off,Super Deals,"₹24,600"
264,"Apple iPhone 16 Pro Max (Desert Titanium, 256 GB)",4.7,"15,395 Ratings & 803 Reviews",,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,,"A18 Pro Chip, 6 Core Processor Processor",,"₹1,34,900",,,Bank Offer,"₹55,250"
265,"realme C71 (Obsidian Black, 128 GB)",4.2,"5,916 Ratings & 224 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,6300 mAh Battery,T7250 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,699","₹10,999",20% off,Bank Offer,"₹6,600"
266,"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)",4.2,"2,150 Ratings & 87 Reviews",6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year Warranty,"₹11,619","₹14,999",22% off,Bank Offer,"₹9,000"
267,"Samsung Galaxy A06 5G (Light Green, 64 GB)",4.1,"2,009 Ratings & 127 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 50MP | 2MP + 2MP Dual Front Camera,5000 mAh Battery,MEDIATEK Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹8,888","₹11,999",25% off,Bank Offer,
268,"Apple iPhone 17 Pro Max (Deep Blue, 256 GB)",4.8,261 Ratings & 27 Reviews,,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 48MP | 18MP Front Camera,,"A19 Chip, 6 Core Processor Processor",Apple One (1) Year Limited Warranty,"₹1,49,900",,,Bank Offer,"₹55,250"
269,"realme 15x 5G (Marine Blue, 256 GB)",4.3,"1,730 Ratings & 124 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.27 cm (6.8 inch) Display,50MP Rear Camera | 50MP Front Camera,7000 mAh Battery,Dimensity 6300 6nm Octa-core chipset Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹20,499","₹21,999",6% off,Bank Offer,"₹16,200"
270,"IQOO Z10 Lite 5G (Titanium Blue, 256 GB)",4.2,"1,493 Ratings & 62 Reviews",8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year Brand Warranty,"₹13,690","₹16,999",19% off,Bank Offer,"₹10,600"
271,"IQOO Z10X 5G (Ultramarine, 256 GB)",4.4,"3,856 Ratings & 189 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,,,"₹17,299","₹20,499",15% off,Bank Offer,"₹13,650"
272,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",4.4,"56,687 Ratings & 3,337 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,999","₹33,999",35% off,Bank Offer,"₹17,400"
273,"REDMI 13 5G (Black Diamond, 128 GB)",4.2,"13,467 Ratings & 727 Reviews",8 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Display,108MP Rear Camera,5030 mAh Battery,,Brand Warranty,"₹12,188","₹19,999",39% off,Bank Offer,"₹9,450"
274,"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)",4.3,728 Ratings & 39 Reviews,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) HD+ Display,13MP Rear Camera,6300 mAh Battery,,1 year brand Warranty,"₹8,374","₹10,999",23% off,Super Deals,
275,Kechaoda A27,4,"15,513 Ratings & 856 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) FWVGA Display,0MP | 0MP Front Camera,800 mAh Battery,processor speed 400MHZ Processor,,₹889,"₹1,499",40% off,Bank Offer,
